구분,화장실명,소재지도로명주소,소재지지번주소,전화번호,개방시간상세
개방화장실,황금빌딩,서울특별시 서초구 태봉로60,서울특별시 서초구 우면동 728,02-2155-6739,평일/휴일 : 7시 ~ 23시
개방화장실,양재동 복합시설,서울특별시 서초구 바우뫼로178,서울특별시 서초구 양재1동 81,02-2155-6739,상시
공중화장실,태봉주유소,서울특별시 서초구 태봉로117,서울특별시 서초구 우면동 13-6,02-2155-6739,상시
개방화장실,트윈타워,서울특별시 서초구 마방로10길25,서울특별시 서초구 양재2동 275-3,02-2155-6739,상시
개방화장실,삼호물산빌딩,서울특별시 서초구 논현로87,서울특별시 서초구 양재2동 275-6,02-2155-6739,상시
개방화장실,AT센터,서울특별시 서초구 강남대로27,서울특별시 서초구 양재2동 232,02-2155-6739,평일/휴일 : 8시 ~ 20시
개방화장실,청계산 자연누리 오피스텔,서울특별시 서초구 청계산로217,서울특별시 서초구 신원동 214,02-2155-6739,평일/휴일 : 9시 ~ 18시
개방화장실,영동농협 종합건물,서울특별시 서초구 헌릉로176,서울특별시 서초구 내곡동 341-10,02-2155-6739,평일/휴일 : 9시 ~ 22시
개방화장실,대방어린이도서관,"서울특별시 동작구 대방동길 55 (대방동, 작은도서관 및 공영주차장)",서울특별시 동작구 대방동 379-2,02-813-6740,09:00~18:00
개방화장실,김영삼도서관,서울특별시 동작구 매봉로 1(구립김영삼도서관),서울특별시 동작구 상도1동 611,02-827-0557,09:00~22:00
개방화장실,까망돌도서관,서울특별시 동작구 서달로 129(까망돌도서관),서울특별시 동작구 흑석동 340-1,02-815-3701,09:00~18:00
개방화장실,약수도서관,"서울특별시 동작구 양녕로22바길 64 (상도동, 약수청소년독서실)",서울특별시 동작구 상도4동 211-77,02-823-1907,09:00~18:00
개방화장실,사당솔밭도서관,서울특별시 동작구 솔밭로 86,서울특별시 동작구 사당동 708-1188,02-585-8411,09:00~22:00
개방화장실,신대방누리도서관,서울특별시 동작구 신대방동 1다길 19,서울특별시 동작구 신대방 1동 686-78,02-859-8588,09:00~18:00
개방화장실,동작문화복지센터,서울특별시 동작구 장승배기로10길 42,서울특별시 동작구 상도2동 176-3,02-820-1613,(평일)08:00~20:00+(토요일)09:00~18:00
개방화장실,대방종합사회복지관,서울특별시 동작구 여의대방로44길 47,서울특별시 동작구 대방동 503,02-826-2900,09:00~18:00
개방화장실,동작이수사회복지관,서울특별시 동작구 동작대로35차길 7,서울특별시 동작구 사당동 52-3,02-592-3721,09:00~18:00
개방화장실,동작종합사회복지관,서울특별시 동작구 등용로 47,서울특별시 동작구 대방동 5-1,02-814-8114,09:00~18:00
개방화장실,본동종합사회복지관,서울특별시 동작구 노량진로32길 79,서울특별시 동작구 노량진1동 16-3,02-817-8052,09:00~18:00
개방화장실,사당종합사회복지관,서울특별시 동작구 사당로14길 20,서울특별시 동작구 사당동 268-6,02-597-3710,09:00~18:00
개방화장실,상도종합사회복지관,서울특별시 동작구 상도로39가길 7,서울특별시 동작구 상도1동 456,02-824-6011,09:00~18:00
개방화장실,동작구자원봉사센터 화장실,서울특별시 동작구 만양로3길 14,서울특별시 동작구 노량진1동 325-5,02-824-0019,09:00~18:00
개방화장실,사당어르신종합복지관,서울특별시 동작구 남부순환로 2081 (사당동),서울특별시 동작구 사당동 1044-42,02-580-2404,09:00~18:00
개방화장실,동작실버센터,서울특별시 동작구 노량진로32길 53,서울특별시 동작구 본동 8-12,02-821-8600,09:00~15:00
개방화장실,동작노인종합복지관,"서울특별시 동작구 상도로11길 7 (대방동, 동작노인복지관)",서울특별시 동작구 대방동 335-10,02-823-0064,09:00~18:00
개방화장실,상도스포츠클럽,서울특별시 동작구 성대로2길 11,서울특별시 동작구 상도동 315-37,02-826-2500,09:00~18:00
개방화장실,사당종합체육관,서울특별시 동작구 사당로27길 232,서울특별시 동작구 사당동 산 21-9,02-595-5556,08:00~22:00
개방화장실,사당문화회관,서울특별시 동작구 사당로8길 9,서울특별시 동작구 사당동 248-6,02-588-4111,06:00~22:00
개방화장실,동작구민체육센터,서울특별시 동작구 여의대방로16길 53,서울특별시 동작구 신대방동 460-1,02-849-0100,06:00~22:00
개방화장실,흑석체육센터,서울특별시 동작구 현충로 73,서울특별시 동작구 흑석동 116-1,02-823-2273,06:00~22:00
개방화장실,동작삼일수영장,서울특별시 동작구 사당로27길 103,서울특별시 동작구 사당동 164-1,02-535-3341,06:00~22:00
개방화장실,동작구민회관,서울특별시 동작구 보라매로5길 28,서울특별시 동작구 신대방동 395,02-832-2445,09:00~18:00
개방화장실,동작구시설관리공단,서울특별시 동작구 보라매로5길 28,서울특별시 동작구 신대방동 395,02-832-2445,08:00~19:00
개방화장실,동작구의회,"서울특별시 동작구 장승배기로 161 (노량진동, 동작구의회)",서울특별시 동작구 노량진동 47-2,02-820-1445,09:00~18:00
개방화장실,동작구청,서울특별시 동작구 장승배기로 161,서울특별시 동작구 노량진동 47-2,02-820-1203,00:00~24:00
개방화장실,서초119안전센터,서울특별시 서초구 효령로 400,서울특별시 서초구 서초동 1342-2,02-3473-0119,상시
개방화장실,서울서초우체국 화장실,서울특별시 서초구 동산로 19,서울특별시 서초구 양재동 324-2,02-3498-8008,09:00~18:00
개방화장실,양재119안전센터 화장실,서울특별시 서초구 동산로 9,서울특별시 서초구 양재동 324-5,02-572-5523,상시
개방화장실,반포세무서 공용화장실,서울특별시 서초구 방배로 163,서울특별시 서초구 방배동 874-4,02-590-4200,09:00~18:00
개방화장실,서초소방서 화장실,서울특별시 서초구 사평대로 67,서울특별시 서초구 반포동 114-2,02-591-0119,상시
개방화장실,서래지구대 화장실,서울특별시 서초구 신반포로16길 15-14,서울특별시 서초구 반포동 16-4,02-534-0115,상시
개방화장실,반포우체국 화장실,서울특별시 서초구 신반포로19길 40,서울특별시 서초구 반포동 4-13,02-533-0014,09:00~18:00
개방화장실,서초파출소,서울특별시 서초구 효령로 297,서울특별시 서초구 서초동 1603-16,02-583-6249,상시
개방화장실,노량진1동주민센터,서울특별시 동작구 장승배기로28길30,서울특별시 동작구 노량진동 84-100,02-820-2403,09:00~18:00
개방화장실,노량진2동 주민센터,서울특별시 동작구 장승배기로19길 48,서울특별시 동작구 노량진동 302-97,02-820-2429,09:00~18:00
개방화장실,대방동주민센터,"서울특별시 동작구 여의대방로44길 20 (대방동, 대방동 주민센터)","서울특별시 동작구 대방동 350-8,9",02-820-2746,09:00~18:00
개방화장실,사당1동 주민센터,"서울특별시 동작구 동작대로17길 28 (사당동, 사당1동 주민센터)",서울특별시 동작구 사당동 1004-52,02-820-2569,09:00~18:00
개방화장실,사당2동 주민센터,서울특별시 동작구 동작대로29길 52,서울특별시 동작구 사당2동 105-12,02-820-2592,09:00~18:00
개방화장실,사당3동 주민센터(임시청사),서울특별시 동작구 사당로17길 31(사당중앙교회),서울특별시 동작구 사당동 256-1,02-820-2737,09:00~18:00
개방화장실,사당4동 주민센터,"서울특별시 동작구 사당로16아길 6 (사당동, 사당4동 주민센터)",서울특별시 동작구 사당동 300-8,02-585-0050,09:00~18:00
개방화장실,사당5동 주민센터,서울특별시 동작구 사당로2가길 219,서울특별시 동작구 사당동 228-11,02-820-2788,09:00~18:00
개방화장실,상도1동 주민센터,"서울특별시 동작구 상도로53길 9 (상도동, 상도1동 주민센터)",서울특별시 동작구 상도동 437,02-820-2447,09:00~18:00
개방화장실,상도2동주민센터,서울특별시 동작구 상도로 211,서울특별시 동작구 상도동 25-48,02-814-3755,09:00~18:00
개방화장실,상도3동 주민센터,"서울특별시 동작구 성대로2길 11(상도동, 상도3동 주민센터",서울특별시 동작구 상도동 315-37,02-820-2502,09:00~18:00
개방화장실,상도4동주민센터,서울특별시 동작구 양녕로27길 44,서울특별시 동작구 상도동 202-58,02-823-0859,09:00~18:00
개방화장실,신대방1동주민센터,서울특별시 동작구 신대방길 72,서울특별시 동작구 신대방동 604-8,02-820-2808,09:00~18:00
개방화장실,신대방2동주민센터,서울특별시 동작구 여의대방로24길 76,서울특별시 동작구 신대방동 723,02-821-1008,09:00~18:00
개방화장실,흑석동 주민센터,"서울특별시 동작구 흑석한강로 11 (흑석동, 흑석동 주민센터)",서울특별시 동작구 흑석동 335-2,02-815-1046,09:00~18:00
개방화장실,동작관악교육지원청,서울특별시 동작구 장승배기로10가길 35,서울특별시 동작구 상도동 175-1,02-810-8404,09:00~18:00
개방화장실,서초2파출소,서울특별시 서초구 서운로 38,서울특별시 서초구 1356-6,02-581-1120,상시
개방화장실,서초3파출소,서울특별시 서초구 반포대로30길 40,서울특별시 서초구 1555-4,02-582-2120,상시
개방화장실,양재파출소,서울특별시 서초구 남부순환로356길 9,서울특별시 서초구 양재동 1-3,02-572-0692,상시
개방화장실,이수파출소,서울특별시 서초구 동광로19길 38,서울특별시 서초구 방배동 774-9,02-599-3880,상시
개방화장실,우면파출소,서울특별시 서초구 양재대로2길 106,서울특별시 서초구 우면동 768,02-572-0113,상시
개방화장실,방배1파출소,서울특별시 서초구 방배로16길 16-8,서울특별시 서초구 방배동 906-5,02-583-7694,상시
개방화장실,내곡지구파출소,서울특별시 서초구 헌릉로 226,서울특별시 서초구 내곡동 184-1,02-573-5826,상시
개방화장실,반포지구대,서울특별시 서초구 신반포로 190,서울특별시 서초구 반포동 19-5,02-536-8477,상시
개방화장실,내곡치안센터,서울특별시 서초구 염곡말길 9,서울특별시 서초구 염곡동 180-2,02-573-5826,상시
개방화장실,방배경찰서 남태령지구대,서울특별시 서초구 동작대로 34,서울특별시 서초구 방배동 442-4,02-582-8410,상시
개방화장실,서초구청,서울특별시 서초구 남부순환로 2584,서울특별시 서초구 서초동 1376-3,02-2155-6147,평일 09:00~18:00
개방화장실,서초구보건소,서울특별시 서초구 남부순환로 2584,서울특별시 서초구 서초동 1376-3,02-2155-8014,평일 09:00~18:00
개방화장실,서초보건지소,서울특별시 서초대로38길 12,서울특별시 서초구 서초동 1498-5,02-2155-8264,평일 09:00~18:00
개방화장실,서초1동 주민센터,서울특별시 서초구 사임당로 89,서울특별시 서초동 1649-5,21557408,평일 09:00~18:00
개방화장실,서초2동주민센터,서울특별시 서초구 서초대로70길 51,서울특별시 서초구 서초동 1332-6,02-2155-7433,평일 09:00~18:00
개방화장실,서초3동 주민센터,서울특별시 서초구 반포대로 34,"서울특별시 서초구 서초동 1459-12,2~3층",02-2155-7465,평일 09:00~18:00
개방화장실,서초4동 주민센터,서울특별시 서초구 서운로 26길3 2층,서울특별시 서초구 서초동 1302-6 2층,02-2155-7516,평일 09:00~18:00
개방화장실,서초4동 주민센터 분소,서울특별시 서초구 서초대로 55길 13 2층,서울특별시 서초구 서초동 1697-18 2층,02-2155-7516,평일 09:00~18:00
개방화장실,한국전력 관악동작지사,서울특별시 동작구 동작대로 19,서울특별시 동작구 사당동 1042-1,02-580-2249,09:00~18:00
공중화장실,도화공원화장실,서울특별시 동작구 성대로17길 지하 52,서울특별시 동작구 상도동 244-50,02-820-1644,00:00~00:00
공중화장실,"간이화장실_상도근린공원(상도동, 초소앞)",서울특별시 동작구 양녕로 20길 3,서울특별시 동작구 상도동 산65-235,02-820-1396,00:00~00:00
공중화장실,간이화장실_노량진근린공원_대방동배드민턴장,서울특별시 동작구 여의대방로36길 71,서울특별시 동작구 대방동 23-189,02-820-9845,00:00~00:00
공중화장실,노량진근린공원 관리사무소,서울특별시 동작구 여의대방로44길 39,서울특별시 동작구 대방동 23-176,02-820-9845,00:00~00:00
공중화장실,백로공원화장실,서울특별시 동작구 장승배기로19라길 51,서울특별시 동작구 상도동 362-46,02-820-1644,00:00~00:00
공중화장실,"간이화장실_까치산근린공원(사당동,초소앞)",서울특별시 동작구 솔밭로 45-5,서울특별시 동작구 사당동 산32-85,02-820-1396,00:00~00:00
개방화장실,잠원동주민센터,서울특별시 서초구 나루터로 38,서울특별시 서초구 잠원동 58-27,02-2155-7549,평일 09:00~18:00
개방화장실,반포1동 주민센터,서울특별시 서초구 사평대로273,서울특별시 서초구 반포동 20-48,02-2155-7591,평일 09:00~18:00
개방화장실,반포2동 주민센터,서울특별시 서초구 신반포로15길16,서울특별시 서초구 반포동4-15,02-2155-7641,평일 09:00~18:00
개방화장실,반포3동 주민센터,서울특별시 서초구신반포로23길78,서울특별시 서초구 잠원동 71-7,02-2155-7652,평일 09:00~18:00
개방화장실,반포4동 주민센터,서울특별시 서초구 사평대로28길 70,서울특별시 서초구 반포동 74-7,02-2155-7682,평일 09:00~18:00
개방화장실,방배본동주민센터,서울특별시 서초구 동광로19길 38,서울특별시 서초구 방배동 774-9,02-2155-7726,평일 09:00~18:00
개방화장실,방배1동 주민센터,서울특별시 서초구 효령로29길 43,서울특별시 서초구 방배동 922-18,02-2155-7743,평일 09:00~18:00
개방화장실,방배2동주민센터,서울특별시 서초구 청두곶길 36,서울특별시 서초구 방배동 462-13,02-2155-7795,평일 09:00~18:00
개방화장실,방배3동 주민센터,서울특별시 서초구 방배로 40,서울특별시 서초구 방배동 1023-3,02-2155-7801,평일 09:00~18:00
개방화장실,방배4동 주민센터,서울특별시 서초구 방배로 173,서울특별시 서초구 방배동 852-14,02-2155-7857,평일 09:00~18:00
개방화장실,양재1동 주민센터,서울특별시 서초구 바우뫼로 41,서울특별시 서초구 우면동 68-2,02-2155-7979,평일 09:00~18:00
개방화장실,양재1동 주민센터 분소,서울특별시 서초구 남부순환로 2610,서울특별시 서초구 양재동 11-13,02-2155-7862,평일 09:00~18:00
개방화장실,양재2동 주민센터,서울특별시 서초구 강남대로 12길 44,서울특별시 서초구 양재동 323-1,02-2155-7921,평일 09:00~18:00
개방화장실,내곡동 주민센터,서울특별시 서초구 청계산로 15길 77,서울특별시 서초구 신원동 340-3,02-2155-7951,평일 09:00~18:00
공중화장실,양재천 (연인의거리),서울특별시 서초구 양재천로 144,서울특별시 서초구 양재동 99-5,02-2155-7168,24시간
공중화장실,양재천 (영동2교 둑마루),서울특별시 서초구 양재동 261-23,서울특별시 서초구 양재동 261-23,02-2155-7168,24시간
공중화장실,양재천 무인자동 (교총삼거리 둑마루),서울특별시 서초구 우면동 143-6,서울특별시 서초구 우면동 143-6,02-2155-7168,24시간
공중화장실,여의천 무인자동 (둑마루),서울특별시 서초구 원지동 15-19,서울특별시 서초구 원지동 15-19,02-2155-7168,24시간
공중화장실,여의천(새원천 합류부),서울특별시 서초구 신원동 512-13,서울특별시 서초구 신원동 512-13,02-2155-7168,24시간
공중화장실,양재근린공원,서울특별시 서초구 동산로 35,서울특별시 서초구 양재동 311,02-2155-6864,00:00 ~ 24:00
공중화장실,양재천근린공원,서울특별시 서초구 양재천동자전거길 447,서울특별시 서초구 양재동 261-22,02-2155-6864,00:00 ~ 24:00
공중화장실,문화예술공원1,서울특별시 서초구 바우뫼로12길 40,서울특별시 서초구 양재동 200,02-2155-6864,00:00 ~ 24:00
공중화장실,문화예술공원2,서울특별시 서초구 바우뫼로12길 40,서울특별시 서초구 양재동 200,02-2155-6864,00:00 ~ 24:00
공중화장실,섬들근린공원,서울특별시 서초구 태봉로 54,서울특별시 서초구 우면동 729,02-2155-6896,00:00 ~ 24:00
공중화장실,송동근린공원,서울특별시 서초구 중앙로 616,서울특별시 서초구 우면동 777,02-2155-6896,00:00 ~ 24:00
공중화장실,서리풀공원,서울특별시 서초구,서울특별시 서초구 서초동 산160-24,02-2155-6878,00:00~24:00
공중화장실,명달근린공원,서울특별시 서초구,서울특별시 서초구 서초동 1313-17,02-2155-6864,00:00~24:00
공중화장실,도구머리공원,서울특별시 서초구,서울특별시 서초구 방배동 산75-4,02-2155-6878,00:00~24:00
공중화장실,동산어린이공원,서울특별시 서초구 동산로12길 8,서울특별시 서초구 양재동 376-3,02-2155-6896,00:00~24:00
공중화장실,청룡텃밭,서울특별시 서초구,서울특별시 서초구 신원동 225,02-2155-6876,08:00~17:00
공중화장실,꽃초롱자연학습장,서울특별시 서초구,서울특별시 서초구 내곡동 265,02-2155-6876,08:00~17:00
공중화장실,청계산수변공원관리사무소,서울특별시 서초구 청계산로7길 9-52,서울특별시 서초구 신원동 482-2,02-2155-6896,00:00~24:00
공중화장실,청계산수변공원,서울특별시 서초구 청계산로7길,서울특별시 서초구 신원동 288,02-2155-6896,00:00~24:00
개방화장실,우면체육시설,서울특별시 서초구 태봉로 18,서울특별시 서초구 우면동 440-5,02-2155-8711,24시간
개방화장실,방배열린문화센터,서울특별시 서초구 방배로 173,서울특별시 서초구 방배동 852-14,02-2155-6224,06~22시
개방화장실,반포종합운동장체육센터,서울특별시 서초구 신반포로 16길 30,서울특별시 서초구 반포동 15-2,02-2155-8711,24시간
개방화장실,잠원스포츠파크,서울특별시 서초구 신반포로 23길 66,서울특별시 서초구 잠원동 71-10,02-533-7508,06:00~22:00
개방화장실,언남문화체육센터,서울특별시 서초구 동산로13길 35,서울특별시 서초구 양재동 309,02-2155-6213,센터 운영시간
개방화장실,서초구민체육센터,서울특별시 서초구 사평대로 55,서울특별시 서초구 반포동 114-3,02-2155-8711,24시간
개방화장실,내곡동체육시설,서울특별시 서초구 서초구 신흥말길23-5,서울특별시 서초구 내곡동 1-279,02-2155-8711,06:00~22:00
개방화장실,양재시민의숲 테니스장,서울특별시 서초구 서초구 매헌로99,서울특별시 서초구 양재동 236,02-2155-6213,06:00~22:00
개방화장실,방배배수지 체육공원,서울특별시 서초구 남부순환로 296길 4-9,서울특별시 서초구 방배동 599,02-2155-8711,24시간
개방화장실,반포종합운동장,서울특별시 서초구 신반포로 16길 30,서울특별시 서초구 반포동 15-2,02-2155-8711,24시간
개방화장실,방배육아지원센터,서울특별시 서초구 방배로27길 13,서울특별시 서초구 방배동 853-4,02-599-9340,09:30~17:30
개방화장실,심산기념문화센터,서울특별시 서초구 사평대로 55,서울특별시 서초구 반포동 114-3,02-3477-2461,09:00~18:00
개방화장실,서초구립 중앙노인종합 복지관,서울특별시 서초구 서초대로54길 45,서울특별시 서초구 서초동 1666-17,02-3474-6080,09:00~18:00
개방화장실,신반포육아지원센터,서울특별시 서초구 신반포로19길 26,서울특별시 서초구 반포동 3-1,02-596-9340,09:30~17:30
개방화장실,서초여성가족플라자,서울특별시 서초구 잠원로8길 38,서울특별시 서초구 잠원동 61-6,02-522-0291,09:00~18:00
개방화장실,서초문화예술회관,서울특별시 서초구 강남대로 201,서울특별시 서초구 양재동 25,02-2155-8303,09:00~18:00
개방화장실,양재노인종합복지관,서울특별시 서초구 강남대로30길 73-7,서울특별시 서초구 양재동 7-44,02-578-1515,09:00~18:00
개방화장실,사랑의 복지관,서울특별시  서초구 강남대로65길 19,서울특별시 서초구 서초동 1310-10,02-540-6500,09:00~18:00
개방화장실,서초구립반포도서관,서울특별시  서초구 고무래로 34,서울특별시 서초구 반포동 32-12,02-2155-8636,09:00~18:00
개방화장실,양재종합사회복지관,서울특별시 서초구 남부순환로 2610,서울특별시 서초구 양재동 11-13,02-2155-6621,09:00~18:00
개방화장실,서초구립 한우리정보문화센터,서울특별시 서초구 남부순환로340길 15,서울특별시 서초구 서초동 380,02-2055-0909,09:00~18:00
개방화장실,바우뫼복지문화회관,서울특별시 서초구 바우뫼로 43,서울특별시 서초구 우면동 68-1,02-2155-6621,09:00~18:00
개방화장실,우면종합사회복지관,서울특별시 서초구 바우뫼로7길 11,서울특별시 서초구 우면동 63,02-2155-6621,09:00~18:00
개방화장실,반포종합사회복지관 화장실,서울특별시 서초구 신반포로33길 22,서울특별시 서초구 잠원동 60-5,02-2155-6621,09:00~18:00
개방화장실,서울특별시어린이병원,서울특별시 서초구 헌릉로 260,서울특별시 서초구 내곡동 375,02-570-8117,09:00~18:00
개방화장실,서울추모공원,서울특별시 서초구 양재대로12길 74,서울특별시 서초구 원지동 63,02-3498-2559,상시
개방화장실,한우리교회,"서울특별시 강남구 강남대로54길 10, 교회 (도곡동)",서울특별시 강남구 도곡동 948 교회,02-3462-9191,06:00~18:00
개방화장실,한우리 비전센타,서울특별시 강남구 강남대로54길 9 (도곡동),서울특별시 강남구 도곡동 946-20,02-3462-9191,06:00~18:00
개방화장실,성수2가3동주민센터 화장실,서울특별시 성동구 광나루로2길 35,서울특별시 성동구 성수동2가 299-240,02-2286-7482,09:00~18:00
개방화장실,왕십리도선동주민센터,서울특별시 성동구 마장로 141(상왕십리동),서울특별시 성동구 상왕십리동 813,02-2286-7202,09:00~18:00
개방화장실,사근동공공복합청사,"서울특별시 성동구 사근동길 37, 사근동 공공복합청사 (사근동)",서울특별시 성동구 사근동 223-22 사근동 공공복합청사,02-2204-6675,09:00~18:00
개방화장실,성동세무서 공중화장실,서울특별시 성동구 광나루로 297,서울특별시 성동구 송정동 67-6,02-460-4245,09:00~18:00
개방화장실,성동안심상가 화장실,서울특별시 성동구 성수일로12길 20,서울특별시 성동구 성수동2가 284-22,02-2286-5114,08:00~22:00
개방화장실,영광빌딩,서울특별시 강남구 언주로 333 (역삼동),서울특별시 강남구 역삼동 773-3,02-567-5869,07:00~22:30
개방화장실,심스빌딩,"서울특별시 강남구 테헤란로87길 39, 심스빌딩 (삼성동)",서울특별시 강남구 삼성동 153-55 심스빌딩,02-555-6941,06:00~21:00
개방화장실,금호스포츠센터,서울특별시 성동구 금호로 20,서울특별시 성동구 금호동4가 56,02-2204-7675,06:00~23:00
개방화장실,대현산체육관,서울특별시 성동구 독서당로63길 44,서울특별시 성동구 행당동 산 30-40,02-2204-7680,06:00~22:00
개방화장실,금호공원체육관,서울특별시 성동구 장터1길 20,서울특별시 성동구 금호동3가 1266,02-2204-7690,09:00~22:00
개방화장실,성동구민종합체육센터 화장실,서울특별시 성동구 왕십리로 89,서울특별시 성동구 성수동1가 685-697,02-2204-7600,06:00~22:00
개방화장실,성동구립용답체육센터,서울특별시 성동구 천호대로78길 15-48,서울특별시 성동구 용답동 223-5,02-2204-6620,06:00~22:00
개방화장실,마장국민체육센터,서울특별시 성동구 마조로11길 6,서울특별시 성동구 마장동 399-98,02-2204-7640,06:00~22:00
개방화장실,성동구립도서관,서울특별시 성동구 고산자로 10길 9,서울특별시 성동구 행당동 142-4,02-2204-6420,09:00~18:00
개방화장실,성동구립금호도서관,"서울특별시 성동구 난계로 20, 금호작은도서관(금호동1가)",서울특별시 성동구 금호동1가 688 금호작은도서관,02-2204-6450,09:00~18:00
개방화장실,성동구립용답도서관,서울특별시 성동구 용답중앙3길 10,서울특별시 성동구 용답동 95-1 성동구립용답도서관,02-2204-6470,09:00~18:00
개방화장실,성동구립성수도서관(성수문화복지회관),"서울특별시 성동구 뚝섬로1길 43, 성수문화복지회관(성수동1가)",서울특별시 성동구 성수동1가 성수문화복지회관,02-2204-7590,08:00~22:00
개방화장실,성동구립청계도서관(왕십리도선동복합청사),서울특별시 성동구 마장로141,서울특별시 성동구 상왕십리동 130-20,02-2204-7580,09:00~20:00
개방화장실,성동문화회관,서울특별시 성동구 행당동 왕십리로 281,서울특별시 성동구 행당동 142-16,02-2204-6415,09:00~18:00
개방화장실,성수문화복지회관,서울특별시 성동구 뚝섬로1길 43,서울특별시 성동구 성수동1가 656-323,02-2204-6415,09:00~21:00
개방화장실,4차산업혁명체험센터,서울특별시 성동구 살곶이길 327,서울특별시 성동구 행당동 378,02-2286-7812,09:00~18:00
개방화장실,독서당인문아카데미센터,서울특별시 성동구 금호로30,서울특별시 성동구 금호로4가 56,02-2286-7805,09:00~18:00
공중화장실,개포3동주민센터,"서울특별시 강남구 개포로 615, 석탑프라자, 개포3동주민센터 (개포동)","서울특별시 강남구 개포동 12-4 석탑프라자 5층, 개포3동주민센터(임시청사)",02-3423-8452,9~18
공중화장실,일원1동주민센터,"서울특별시 강남구 개포로 615, 석탑프라자, 개포3동주민센터 (개포동)","서울특별시 강남구 개포동 12-4 석탑프라자 5층, 개포3동주민센터(임시청사)",02-3423-8357,9시-18시
개방화장실,열린금호교육문화관,서울특별시 성동구 무수막길 69,서울특별시 성동구 금호2가 511,02-2204-7650,06:00~22:00
개방화장실,서울숲복합문화체육센터,서울특별시 성동구 왕십리로11길 19,서울특별시 성동구 성수동1가 685-63,02-2204-6600,06:00~22:00
개방화장실,동부수도사업소 화장실,서울특별시 성동구 고산자로10길 13,서울특별시 성동구 행당1동 142-1,02-3146-2619,09:00~18:00
개방화장실,왕십리문화공원,서울특별시 성동구 도선동 35-2,서울특별시 성동구 도선동 35-2,02-2286-5549,00:00~24:00
개방화장실,도선공영주차장,서울특별시 성동구 무학로8길 8,서울특별시 성동구 홍익동 369,02-2286-5549,00:00~24:00
개방화장실,미소어린이공원,서울특별시 성동구 하왕십리동 1055,서울특별시 성동구 하왕십리동 1055,02-2286-5549,00:00~24:00
개방화장실,무학봉근린공원,서울특별시 성동구 왕십리로31길 29-1,서울특별시 성동구 하왕십리동 890-334,02-2286-5549,00:00~24:00
개방화장실,자전거체험학습장,서울특별시 성동구 살곶이길 115,서울특별시 성동구 마장동 811,02-2286-5549,00:00~24:00
개방화장실,마장기사식당앞,서울특별시 성동구 마장로42길 25,서울특별시 성동구 마장동 779,02-2286-5549,00:00~24:00
개방화장실,동마장어린이공원,서울특별시 성동구 마장동 780-1,서울특별시 성동구 마장동 780-1,02-2286-5549,00:00~24:00
개방화장실,마장축산물 한전뒤,서울특별시 성동구 마장동 494,서울특별시 성동구 마장동 494,02-2286-5549,00:00~24:00
개방화장실,마장축산물시장,서울특별시 성동구 살곶이길 40,서울특별시 성동구 마장동 437,02-2286-5549,00:00~24:00
개방화장실,살곶이 진입부,서울특별시 성동구 살곶이길 259,서울특별시 성동구 사근동 102-28,02-2286-5549,00:00~24:00
개방화장실,살곶이 진출부,서울특별시 성동구 살곶이길 235,서울특별시 성동구 사근동 102-28,02-2286-5549,00:00~24:00
개방화장실,살곶이 궁터장,서울특별시 성동구 살곶이길 313,서울특별시 성동구 행당동 81-4,02-2286-5549,00:00~24:00
개방화장실,한양대 앞,서울특별시 성동구 왕십리로 252,서울특별시 성동구 행당동 157-4,02-2286-5549,00:00~24:00
개방화장실,살곶이체육공원,서울특별시 성동구 중랑천서자전거길 209,서울특별시 성동구 사근동102-16,02-2286-5549,00:00~24:00
개방화장실,소월아트홀광장,서울특별시 성동구 왕십리로 281,서울특별시 성동구 행당동 142-16,02-2286-5549,00:00~24:00
개방화장실,행당6구역근린공원,서울특별시 성동구 고산자로2길 77,서울특별시 성동구 행당동 379,02-2286-5549,00:00~24:00
개방화장실,대림공원(논골새싹),서울특별시 성동구 난계로 56,서울특별시 성동구 행당동 347-2,02-2286-5549,00:00~24:00
개방화장실,응봉암벽공원,서울특별시 성동구 독서당로60길 13-1,서울특별시 성동구 응봉동 269-4,02-2286-5549,00:00~24:00
개방화장실,응봉개나리어린이공원,서울특별시 성동구 독서당로62가길 66,서울특별시 성동구 응봉동 269-7,02-2286-5549,00:00~24:00
개방화장실,응봉 자전거대여소,서울특별시 성동구 고산자로 125-18,서울특별시 성동구 응봉동 3-11,02-2286-5549,00:00~24:00
개방화장실,응봉체육공원,서울특별시 성동구 중랑천서자전거길 97,서울특별시 성동구 응봉동 9-4,02-2286-5549,00:00~24:00
개방화장실,응봉테니스장,서울특별시 성동구 중랑천서자전거길 85,서울특별시 성동구 응봉동 235,02-2286-5549,00:00~24:00
개방화장실,대현산관리사무소,서울특별시 성동구 금호로 100,서울특별시 성동구 금호동1가 산 37-1,02-2286-5549,00:00~24:00
개방화장실,대현산공원(간),서울특별시 성동구 금호동1가 산 37-1,서울특별시 성동구 금호동1가 산 37-1,02-2286-5549,00:00~24:00
개방화장실,독서당공원,서울특별시 성동구 금호동1가 산 37-7,서울특별시 성동구 금호동1가 산 37-7,02-2286-5549,00:00~24:00
개방화장실,금호정,서울특별시 성동구 금호산15길 15,서울특별시 성동구 금호동2가 산 9-1,02-2286-5549,00:00~24:00
